200 200
1.00056 -0.000186957 -2.97367e-08
1.00057 -0.000186777 -7.13665e-08
1.00057 -0.000186408 -1.13632e-07
1.00058 -0.000185985 -1.55768e-07
1.00059 -0.000185374 -1.98424e-07
1.00059 -0.000184707 -2.4085e-07
1.0006 -0.000183852 -2.83672e-07
1.0006 -0.000182939 -3.26159e-07
1.00061 -0.00018184 -3.6891e-07
1.00061 -0.000180682 -4.11214e-07
1.00062 -0.000179341 -4.53643e-07
1.00062 -0.000177939 -4.95506e-07
1.00063 -0.000176357 -5.37352e-07
1.00063 -0.000174717 -5.7851e-07
1.00064 -0.000172899 -6.19502e-07
1.00064 -0.000171023 -6.5968e-07
1.00065 -0.000168975 -6.99542e-07
1.00065 -0.000166871 -7.3846e-07
1.00066 -0.0001646 -7.76909e-07
1.00066 -0.000162277 -8.14285e-07
1.00067 -0.000159792 -8.5104e-07
1.00067 -0.00015726 -8.86592e-07
1.00067 -0.000154572 -9.21371e-07
1.00068 -0.000151841 -9.54819e-07
1.00068 -0.000148963 -9.87346e-07
1.00069 -0.000146048 -1.01842e-06
1.00069 -0.000142993 -1.04842e-06
1.00069 -0.000139908 -1.07686e-06
1.0007 -0.000136693 -1.10408e-06
1.0007 -0.000133454 -1.12962e-06
1.0007 -0.000130095 -1.15383e-06
1.0007 -0.00012672 -1.17624e-06
1.00071 -0.000123235 -1.1972e-06
1.00071 -0.000119743 -1.21627e-06
1.00071 -0.000116153 -1.23378e-06
1.00071 -0.000112565 -1.24931e-06
1.00072 -0.00010889 -1.26318e-06
1.00072 -0.000105227 -1.27501e-06
1.00072 -0.000101488 -1.28508e-06
1.00072 -9.77726e-05 -1.29306e-06
1.00072 -9.39935e-05 -1.29922e-06
1.00072 -9.02479e-05 -1.30323e-06
1.00072 -8.64516e-05 -1.30537e-06
1.00072 -8.26998e-05 -1.30533e-06
1.00072 -7.89099e-05 -1.30339e-06
1.00072 -7.5176e-05 -1.29926e-06
1.00072 -7.14165e-05 -1.2932e-06
1.00072 -6.77245e-05 -1.28497e-06
1.00072 -6.40196e-05 -1.2748e-06
1.00072 -6.03937e-05 -1.26248e-06
1.00072 -5.67673e-05 -1.24824e-06
1.00072 -5.32312e-05 -1.23189e-06
1.00072 -4.9707e-05 -1.21366e-06
1.00072 -4.62841e-05 -1.19337e-06
1.00071 -4.28851e-05 -1.17125e-06
1.00071 -3.95983e-05 -1.14716e-06
1.00071 -3.63467e-05 -1.12131e-06
1.00071 -3.32177e-05 -1.09357e-06
1.0007 -3.01349e-05 -1.06417e-06
1.0007 -2.71846e-05 -1.033e-06
1.0007 -2.42906e-05 -1.00027e-06
1.0007 -2.15382e-05 -9.65891e-07
1.00069 -1.88518e-05 -9.30082e-07
1.00069 -1.63154e-05 -8.92776e-07
1.00069 -1.38535e-05 -8.54181e-07
1.00069 -1.15492e-05 -8.14252e-07
1.00068 -9.32717e-06 -7.73196e-07
1.00068 -7.26927e-06 -7.3099e-07
1.00068 -5.30014e-06 -6.8784e-07
1.00067 -3.50068e-06 -6.43741e-07
1.00067 -1.79535e-06 -5.98903e-07
1.00067 -2.63963e-07 -5.53342e-07
1.00066 1.16928e-06 -5.07271e-07
1.00066 2.42568e-06 -4.6073e-07
1.00065 3.58144e-06 -4.1394e-07
1.00065 4.55902e-06 -3.6697e-07
1.00065 5.43517e-06 -3.2005e-07
1.00064 6.13361e-06 -2.73283e-07
1.00064 6.73183e-06 -2.26923e-07
1.00064 7.15494e-06 -1.81111e-07
1.00064 7.48137e-06 -1.36136e-07
1.00063 7.63786e-06 -9.21957e-08
1.00063 7.70411e-06 -4.96287e-08
1.00063 7.60877e-06 -8.71423e-09
1.00062 7.43327e-06 3.01286e-08
1.00062 7.10863e-06 6.65039e-08
1.00062 6.71869e-06 9.98619e-08
1.00062 6.19758e-06 1.29628e-07
1.00062 5.63249e-06 1.5504e-07
1.00062 4.96189e-06 1.75239e-07
1.00061 4.27785e-06 1.89114e-07
1.00061 3.52499e-06 1.95356e-07
1.00061 2.8026e-06 1.92318e-07
1.00061 2.06412e-06 1.7809e-07
1.00061 1.4189e-06 1.50569e-07
1.00061 8.30952e-07 1.08122e-07
1.00061 4.17006e-07 5.15534e-08
1.00061 1.34688e-07 -9.88625e-09
1.00061 4.97862e-08 -4.63011e-08
1.00047 1.58568e-07 -7.22084e-08
1.00047 8.88725e-07 -3.45811e-07
1.00047 1.76477e-06 -5.8903e-07
1.00047 2.96496e-06 -7.14469e-07
1.00047 4.06609e-06 -7.22531e-07
1.00047 5.24614e-06 -6.33593e-07
1.00047 6.11598e-06 -4.69685e-07
1.00046 6.8944e-06 -2.49697e-07
1.00046 7.23091e-06 1.12073e-08
1.00046 7.37642e-06 3.01204e-07
1.00046 7.00762e-06 6.1107e-07
1.00046 6.39625e-06 9.33673e-07
1.00046 5.2368e-06 1.2634e-06
1.00045 3.81394e-06 1.59592e-06
1.00045 1.83387e-06 1.92774e-06
1.00045 -4.10954e-07 2.25621e-06
1.00045 -3.20641e-06 2.57915e-06
1.00044 -6.25555e-06 2.89492e-06
1.00044 -9.83875e-06 3.20217e-06
1.00044 -1.36568e-05 3.49995e-06
1.00044 -1.7986e-05 3.78743e-06
1.00043 -2.25265e-05 4.0641e-06
1.00043 -2.75516e-05 4.3295e-06
1.00043 -3.27617e-05 4.58341e-06
1.00043 -3.84276e-05 4.8256e-06
1.00042 -4.4251e-05 5.05609e-06
1.00042 -5.05006e-05 5.2748e-06
1.00042 -5.68798e-05 5.48188e-06
1.00042 -6.36556e-05 5.67737e-06
1.00042 -7.05336e-05 5.86152e-06
1.00041 -7.77788e-05 6.03442e-06
1.00041 -8.50997e-05 6.19641e-06
1.00041 -9.27594e-05 6.34761e-06
1.00041 -0.000100469 6.48838e-06
1.00041 -0.00010849 6.61889e-06
1.00041 -0.000116537 6.73951e-06
1.0004 -0.00012487 6.8504e-06
1.0004 -0.000133205 6.95195e-06
1.0004 -0.000141801 7.04431e-06
1.0004 -0.000150378 7.12787e-06
1.0004 -0.000159191 7.20275e-06
1.0004 -0.000167966 7.26933e-06
1.0004 -0.000176955 7.32772e-06
1.0004 -0.000185886 7.37828e-06
1.0004 -0.000195009 7.42109e-06
1.0004 -0.000204057 7.45649e-06
1.0004 -0.000213277 7.48452e-06
1.0004 -0.000222404 7.50552e-06
1.0004 -0.000231683 7.51948e-06
1.0004 -0.000240855 7.52672e-06
1.0004 -0.000250158 7.52721e-06
1.0004 -0.000259339 7.52124e-06
1.0004 -0.000268634 7.50875e-06
1.0004 -0.000277792 7.49001e-06
1.0004 -0.000287045 7.46493e-06
1.0004 -0.000296148 7.43376e-06
1.0004 -0.000305328 7.39639e-06
1.0004 -0.000314344 7.35303e-06
1.0004 -0.00032342 7.30356e-06
1.00041 -0.000332318 7.24819e-06
1.00041 -0.00034126 7.18676e-06
1.00041 -0.000350011 7.11947e-06
1.00041 -0.000358787 7.04615e-06
1.00041 -0.00036736 6.96698e-06
1.00042 -0.000375942 6.88178e-06
1.00042 -0.000384306 6.79072e-06
1.00042 -0.000392662 6.69361e-06
1.00042 -0.000400789 6.59063e-06
1.00042 -0.000408889 6.48157e-06
1.00043 -0.000416747 6.36661e-06
1.00043 -0.000424561 6.24554e-06
1.00043 -0.00043212 6.11855e-06
1.00044 -0.000439618 5.98542e-06
1.00044 -0.000446847 5.84634e-06
1.00044 -0.000453998 5.70111e-06
1.00045 -0.000460867 5.54993e-06
1.00045 -0.00046764 5.39261e-06
1.00045 -0.000474119 5.22934e-06
1.00046 -0.000480484 5.05996e-06
1.00046 -0.000486542 4.88467e-06
1.00046 -0.000492468 4.70333e-06
1.00047 -0.000498075 4.51616e-06
1.00047 -0.000503533 4.32302e-06
1.00048 -0.000508659 4.12417e-06
1.00048 -0.00051362 3.91948e-06
1.00048 -0.000518235 3.70924e-06
1.00049 -0.00052267 3.49334e-06
1.00049 -0.000526748 3.27209e-06
1.0005 -0.000530629 3.04542e-06
1.0005 -0.000534142 2.81364e-06
1.00051 -0.000537443 2.57673e-06
1.00051 -0.000540364 2.33502e-06
1.00052 -0.000543061 2.08852e-06
1.00052 -0.000545368 1.83758e-06
1.00053 -0.000547436 1.58225e-06
1.00053 -0.000549106 1.32292e-06
1.00054 -0.000550526 1.05965e-06
1.00054 -0.00055154 7.92855e-07
1.00055 -0.000552292 5.22641e-07
1.00055 -0.000552632 2.49453e-07
1.00056 -0.000552701 -2.65798e-08
1.00056 -0.000552354 -3.04983e-07
1.00057 -0.000551727 -5.85595e-07
1.00057 -0.000550679 -8.67917e-07
1.00058 -0.000549347 -1.15176e-06
1.00058 -0.000547593 -1.43659e-06
1.00059 -0.000545549 -1.72219e-06
1.0006 -0.000543083 -2.00803e-06
1.0006 -0.000540325 -2.29384e-06
1.00061 -0.000537148 -2.57907e-06
1.00061 -0.000533678 -2.86343e-06
1.00062 -0.000529793 -3.14637e-06
1.00062 -0.000525618 -3.42756e-06
1.00063 -0.000521033 -3.70643e-06
1.00063 -0.000516162 -3.98266e-06
1.00064 -0.00051089 -4.25564e-06
1.00064 -0.00050534 -4.52506e-06
1.00065 -0.000499399 -4.7903e-06
1.00065 -0.000493188 -5.05102e-06
1.00065 -0.000486599 -5.30662e-06
1.00066 -0.000479752 -5.55675e-06
1.00066 -0.000472543 -5.80082e-06
1.00067 -0.000465089 -6.03846e-06
1.00067 -0.000457291 -6.26911e-06
1.00067 -0.000449265 -6.4924e-06
1.00068 -0.000440914 -6.70777e-06
1.00068 -0.000432353 -6.91488e-06
1.00069 -0.00042349 -7.11318e-06
1.00069 -0.000414439 -7.30234e-06
1.00069 -0.000405108 -7.48185e-06
1.0007 -0.000395613 -7.65138e-06
1.0007 -0.000385866 -7.81047e-06
1.0007 -0.000375978 -7.95881e-06
1.0007 -0.000365866 -8.09596e-06
1.00071 -0.000355642 -8.22166e-06
1.00071 -0.000345223 -8.33551e-06
1.00071 -0.00033472 -8.43727e-06
1.00071 -0.000324053 -8.5266e-06
1.00071 -0.000313333 -8.6033e-06
1.00071 -0.000302483 -8.66707e-06
1.00072 -0.00029161 -8.71775e-06
1.00072 -0.00028064 -8.75511e-06
1.00072 -0.000269681 -8.77904e-06
1.00072 -0.000258659 -8.78934e-06
1.00072 -0.000247682 -8.78598e-06
1.00072 -0.000236676 -8.7688e-06
1.00072 -0.000225749 -8.73782e-06
1.00072 -0.00021483 -8.69297e-06
1.00072 -0.000204022 -8.63431e-06
1.00072 -0.000193258 -8.56182e-06
1.00072 -0.000182639 -8.47562e-06
1.00072 -0.000172099 -8.37578e-06
1.00071 -0.000161738 -8.26245e-06
1.00071 -0.000151489 -8.13577e-06
1.00071 -0.000141453 -7.99596e-06
1.00071 -0.000131563 -7.84322e-06
1.00071 -0.000121917 -7.67783e-06
1.00071 -0.000112449 -7.50003e-06
1.0007 -0.000103255 -7.31019e-06
1.0007 -9.42705e-05 -7.10861e-06
1.0007 -8.55894e-05 -6.8957e-06
1.0007 -7.71453e-05 -6.67184e-06
1.00069 -6.9032e-05 -6.4375e-06
1.00069 -6.11823e-05 -6.1931e-06
1.00069 -5.3688e-05 -5.93918e-06
1.00069 -4.64813e-05 -5.67625e-06
1.00068 -3.96521e-05 -5.40488e-06
1.00068 -3.31317e-05 -5.12565e-06
1.00068 -2.70081e-05 -4.83922e-06
1.00067 -2.12114e-05 -4.54622e-06
1.00067 -1.58272e-05 -4.24737e-06
1.00067 -1.07846e-05 -3.9434e-06
1.00066 -6.16677e-06 -3.63512e-06
1.00066 -1.90106e-06 -3.32334e-06
1.00066 1.93165e-06 -3.00896e-06
1.00065 5.40606e-06 -2.69293e-06
1.00065 8.44403e-06 -2.37626e-06
1.00065 1.11225e-05 -2.06005e-06
1.00064 1.33665e-05 -1.74547e-06
1.00064 1.52556e-05 -1.43382e-06
1.00064 1.67184e-05 -1.1265e-06
1.00064 1.78379e-05 -8.25067e-07
1.00063 1.85468e-05 -5.31252e-07
1.00063 1.89322e-05 -2.46978e-07
1.00063 1.89319e-05 2.55677e-08
1.00063 1.86384e-05 2.83912e-07
1.00062 1.79957e-05 5.25205e-07
1.00062 1.71031e-05 7.46164e-07
1.00062 1.59128e-05 9.42951e-07
1.00062 1.45334e-05 1.11107e-06
1.00062 1.29278e-05 1.24521e-06
1.00062 1.12166e-05 1.3391e-06
1.00061 9.37728e-06 1.38534e-06
1.00061 7.54635e-06 1.37535e-06
1.00061 5.71912e-06 1.29954e-06
1.00061 4.05051e-06 1.14831e-06
1.00061 2.55203e-06 9.14845e-07
1.00061 1.38572e-06 6.03146e-07
1.00061 5.46074e-07 2.49096e-07
1.00061 1.19557e-07 -1.76981e-08
1.00047 2.22742e-07 -4.03898e-07
1.00047 1.21975e-06 -1.12736e-06
1.00047 2.46547e-06 -1.63386e-06
1.00047 4.04213e-06 -1.86572e-06
1.00047 5.48029e-06 -1.83382e-06
1.00047 6.92084e-06 -1.57984e-06
1.00047 7.94082e-06 -1.14909e-06
1.00046 8.72951e-06 -5.82173e-07
1.00046 8.9107e-06 8.69815e-08
1.00046 8.7146e-06 8.30814e-07
1.00046 7.80099e-06 1.62724e-06
1.00046 6.4293e-06 2.45858e-06
1.00046 4.28464e-06 3.31077e-06
1.00045 1.64598e-06 4.17254e-06
1.00045 -1.78413e-06 5.0349e-06
1.00045 -5.71404e-06 5.89063e-06
1.00045 -1.04292e-05 6.73402e-06
1.00044 -1.563e-05 7.56046e-06
1.00044 -2.15934e-05 8.36636e-06
1.00044 -2.80154e-05 9.14885e-06
1.00044 -3.51669e-05 9.90575e-06
1.00044 -4.27414e-05 1.06354e-05
1.00043 -5.10057e-05 1.13365e-05
1.00043 -5.96527e-05 1.20083e-05
1.00043 -6.89458e-05 1.26502e-05
1.00043 -7.85786e-05 1.32618e-05
1.00042 -8.8812e-05 1.38431e-05
1.00042 -9.93411e-05 1.43941e-05
1.00042 -0.000110425 1.49152e-05
1.00042 -0.00012176 1.54065e-05
1.00042 -0.000133605 1.58687e-05
1.00041 -0.000145658 1.6302e-05
1.00041 -0.000158176 1.67072e-05
1.00041 -0.000170861 1.70848e-05
1.00041 -0.000183967 1.74355e-05
1.00041 -0.000197202 1.776e-05
1.00041 -0.000210816 1.80588e-05
1.00041 -0.00022452 1.83328e-05
1.0004 -0.000238564 1.85825e-05
1.0004 -0.000252663 1.88087e-05
1.0004 -0.000267064 1.90119e-05
1.0004 -0.000281486 1.91929e-05
1.0004 -0.000296175 1.93522e-05
1.0004 -0.000310852 1.94903e-05
1.0004 -0.000325761 1.9608e-05
1.0004 -0.000340629 1.97055e-05
1.0004 -0.000355696 1.97836e-05
1.0004 -0.000370694 1.98425e-05
1.0004 -0.000385859 1.98828e-05
1.0004 -0.000400927 1.99048e-05
1.0004 -0.000416132 1.99089e-05
1.0004 -0.000431214 1.98954e-05
1.0004 -0.000446404 1.98646e-05
1.0004 -0.000461446 1.98167e-05
1.0004 -0.000476567 1.97519e-05
1.0004 -0.000491516 1.96706e-05
1.00041 -0.000506516 1.95727e-05
1.00041 -0.00052132 1.94585e-05
1.00041 -0.000536147 1.93282e-05
1.00041 -0.000550755 1.91816e-05
1.00041 -0.00056536 1.90191e-05
1.00041 -0.000579722 1.88404e-05
1.00041 -0.000594053 1.86459e-05
1.00042 -0.00060812 1.84353e-05
1.00042 -0.000622128 1.82089e-05
1.00042 -0.000635848 1.79664e-05
1.00042 -0.000649484 1.77079e-05
1.00043 -0.000662809 1.74335e-05
1.00043 -0.000676023 1.7143e-05
1.00043 -0.000688903 1.68365e-05
1.00043 -0.000701643 1.65139e-05
1.00044 -0.000714028 1.61751e-05
1.00044 -0.000726247 1.58203e-05
1.00044 -0.000738087 1.54492e-05
1.00045 -0.000749733 1.50621e-05
1.00045 -0.000760978 1.46588e-05
1.00045 -0.000772003 1.42394e-05
1.00046 -0.000782603 1.38039e-05
1.00046 -0.000792956 1.33524e-05
1.00046 -0.000802862 1.28849e-05
1.00047 -0.000812493 1.24016e-05
1.00047 -0.000821656 1.19026e-05
1.00047 -0.000830519 1.1388e-05
1.00048 -0.00083889 1.0858e-05
1.00048 -0.000846936 1.03128e-05
1.00049 -0.000854469 9.75258e-06
1.00049 -0.000861651 9.17772e-06
1.0005 -0.000868301 8.58843e-06
1.0005 -0.000874576 7.9851e-06
1.0005 -0.000880299 7.36804e-06
1.00051 -0.000885624 6.73769e-06
1.00051 -0.000890378 6.09446e-06
1.00052 -0.000894713 5.43887e-06
1.00052 -0.000898462 4.77139e-06
1.00053 -0.00090177 4.0926e-06
1.00053 -0.000904477 3.40308e-06
1.00054 -0.000906725 2.70349e-06
1.00054 -0.000908359 1.99445e-06
1.00055 -0.000909518 1.27673e-06
1.00055 -0.000910051 5.51026e-07
1.00056 -0.000910096 -1.81831e-07
1.00056 -0.000909506 -9.21048e-07
1.00057 -0.000908417 -1.66573e-06
1.00057 -0.000906687 -2.41501e-06
1.00058 -0.000904448 -3.16792e-06
1.00058 -0.000901565 -3.92352e-06
1.00059 -0.000898169 -4.68078e-06
1.00059 -0.000894127 -5.43869e-06
1.0006 -0.00088957 -6.19616e-06
1.0006 -0.00088437 -6.95212e-06
1.00061 -0.000878655 -7.70542e-06
1.00061 -0.000872304 -8.45495e-06
1.00062 -0.000865442 -9.19952e-06
1.00062 -0.000857954 -9.93795e-06
1.00063 -0.000849964 -1.0669e-05
1.00063 -0.000841359 -1.13916e-05
1.00064 -0.000832265 -1.21043e-05
1.00064 -0.000822573 -1.2806e-05
1.00065 -0.000812408 -1.34954e-05
1.00065 -0.000801665 -1.41712e-05
1.00066 -0.000790468 -1.48323e-05
1.00066 -0.000778718 -1.54774e-05
1.00066 -0.000766538 -1.61051e-05
1.00067 -0.000753833 -1.67144e-05
1.00067 -0.000740724 -1.73039e-05
1.00068 -0.000727122 -1.78725e-05
1.00068 -0.000713148 -1.8419e-05
1.00068 -0.000698716 -1.89422e-05
1.00069 -0.000683947 -1.9441e-05
1.00069 -0.000668758 -1.99142e-05
1.00069 -0.000653269 -2.03609e-05
1.00069 -0.000637403 -2.078e-05
1.0007 -0.00062128 -2.11704e-05
1.0007 -0.000604823 -2.15313e-05
1.0007 -0.000588153 -2.18618e-05
1.0007 -0.000571198 -2.21609e-05
1.00071 -0.000554076 -2.24279e-05
1.00071 -0.000536719 -2.26621e-05
1.00071 -0.000519246 -2.28628e-05
1.00071 -0.000501589 -2.30293e-05
1.00071 -0.000483867 -2.31611e-05
1.00071 -0.000466015 -2.32577e-05
1.00071 -0.000448152 -2.33187e-05
1.00071 -0.000430214 -2.33438e-05
1.00071 -0.000412319 -2.33326e-05
1.00071 -0.000394405 -2.32849e-05
1.00071 -0.000376589 -2.32007e-05
1.00071 -0.000358811 -2.30799e-05
1.00071 -0.000341186 -2.29225e-05
1.00071 -0.000323655 -2.27287e-05
1.00071 -0.000306332 -2.24986e-05
1.00071 -0.00028916 -2.22324e-05
1.00071 -0.00027225 -2.19306e-05
1.00071 -0.000255545 -2.15936e-05
1.00071 -0.000239157 -2.12219e-05
1.00071 -0.000223027 -2.0816e-05
1.0007 -0.000207264 -2.03768e-05
1.0007 -0.000191811 -1.99048e-05
1.0007 -0.000176775 -1.94011e-05
1.0007 -0.000162098 -1.88664e-05
1.0007 -0.000147885 -1.83018e-05
1.00069 -0.000134076 -1.77085e-05
1.00069 -0.000120774 -1.70875e-05
1.00069 -0.00010792 -1.644e-05
1.00069 -9.56114e-05 -1.57676e-05
1.00068 -8.37887e-05 -1.50715e-05
1.00068 -7.2548e-05 -1.43533e-05
1.00068 -6.18266e-05 -1.36145e-05
1.00067 -5.17179e-05 -1.28569e-05
1.00067 -4.2157e-05 -1.20822e-05
1.00067 -3.3234e-05 -1.12923e-05
1.00066 -2.48818e-05 -1.04892e-05
1.00066 -1.71868e-05 -9.67511e-06
1.00066 -1.0079e-05 -8.85215e-06
1.00066 -3.64088e-06 -8.02276e-06
1.00065 2.20095e-06 -7.18947e-06
1.00065 7.36815e-06 -6.35501e-06
1.00065 1.19382e-05 -5.52233e-06
1.00064 1.58375e-05 -4.69457e-06
1.00064 1.91482e-05 -3.87519e-06
1.00064 2.18025e-05 -3.06793e-06
1.00063 2.38878e-05 -2.27693e-06
1.00063 2.5343e-05 -1.50675e-06
1.00063 2.62623e-05 -7.62461e-07
1.00063 2.65923e-05 -4.97644e-08
1.00063 2.64359e-05 6.24917e-07
1.00062 2.57492e-05 1.25429e-06
1.00062 2.46458e-05 1.83001e-06
1.00062 2.3094e-05 2.3425e-06
1.00062 2.12207e-05 2.78072e-06
1.00062 1.90099e-05 3.13188e-06
1.00062 1.66054e-05 3.3813e-06
1.00061 1.40104e-05 3.5122e-06
1.00061 1.13892e-05 3.50591e-06
1.00061 8.7666e-06 3.34268e-06
1.00061 6.32737e-06 3.0042e-06
1.00061 4.11246e-06 2.47953e-06
1.00061 2.31218e-06 1.77932e-06
1.00061 9.52479e-07 9.69663e-07
1.00061 1.9158e-07 2.19636e-07
1.00047 2.56495e-07 -8.65987e-07
1.00047 1.38661e-06 -2.15742e-06
1.00047 2.80198e-06 -2.95157e-06
1.00047 4.5231e-06 -3.25286e-06
1.00047 6.03764e-06 -3.10976e-06
1.00047 7.46051e-06 -2.59077e-06
1.00047 8.34631e-06 -1.76742e-06
1.00046 8.86509e-06 -7.0482e-07
1.00046 8.62253e-06 5.41133e-07
1.00046 7.8339e-06 1.92383e-06
1.00046 6.14565e-06 3.40494e-06
1.00046 3.80726e-06 4.95321e-06
1.00046 4.95474e-07 6.54319e-06
1.00045 -3.51595e-06 8.15422e-06
1.00045 -8.52849e-06 9.76954e-06
1.00045 -1.42518e-05 1.13756e-05
1.00045 -2.09719e-05 1.29614e-05
1.00045 -2.83874e-05 1.45181e-05
1.00044 -3.67735e-05 1.60386e-05
1.00044 -4.58219e-05 1.75173e-05
1.00044 -5.58e-05 1.89497e-05
1.00044 -6.63955e-05 2.03326e-05
1.00043 -7.78703e-05 2.16632e-05
1.00043 -8.99104e-05 2.29397e-05
1.00043 -0.000102774 2.41609e-05
1.00043 -0.000116146 2.5326e-05
1.00043 -0.000130282 2.64345e-05
1.00042 -0.000144868 2.74866e-05
1.00042 -0.000160158 2.84823e-05
1.00042 -0.000175841 2.94224e-05
1.00042 -0.000192165 3.03073e-05
1.00042 -0.000208825 3.1138e-05
1.00042 -0.000226068 3.19154e-05
1.00041 -0.00024359 3.26407e-05
1.00041 -0.000261638 3.33148e-05
1.00041 -0.00027991 3.39391e-05
1.00041 -0.000298653 3.45147e-05
1.00041 -0.000317568 3.50428e-05
1.00041 -0.0003369 3.55246e-05
1.00041 -0.000356357 3.59614e-05
1.00041 -0.000376179 3.63543e-05
1.00041 -0.000396078 3.67045e-05
1.00041 -0.000416295 3.70131e-05
1.0004 -0.000436544 3.72812e-05
1.0004 -0.000457064 3.75097e-05
1.0004 -0.000477575 3.76997e-05
1.0004 -0.000498312 3.7852e-05
1.0004 -0.000519 3.79676e-05
1.0004 -0.00053987 3.80471e-05
1.0004 -0.000560653 3.80914e-05
1.0004 -0.000581578 3.8101e-05
1.00041 -0.000602379 3.80766e-05
1.00041 -0.000623281 3.80187e-05
1.00041 -0.000644024 3.79278e-05
1.00041 -0.000664829 3.78043e-05
1.00041 -0.00068544 3.76487e-05
1.00041 -0.000706076 3.74612e-05
1.00041 -0.000726483 3.72421e-05
1.00041 -0.000746878 3.69916e-05
1.00041 -0.000767011 3.67099e-05
1.00041 -0.000787095 3.63972e-05
1.00042 -0.000806885 3.60535e-05
1.00042 -0.000826588 3.56789e-05
1.00042 -0.000845965 3.52735e-05
